                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                  1.314,                 1.9044,                0.99258,                  0.009,                    0.6,                  0.597,                 0.5174,                0.78297,                 3.1244,                0.85773,              0.0002759,              0.0002759,              0.0002759
                     46,                0.79532,                   1.24,                0.89928,                  0.009,                    0.6,                  0.597,                 0.5174,                0.78297,                 3.1244,                0.85773,             0.00027722,             0.00027722,             0.00027722
                     47,                 1.5161,                 2.4106,                 1.0198,                0.01254,                    0.8,                0.54725,                0.44277,                0.80468,                 3.1624,                0.87932,             0.00027832,             0.00027832,             0.00027832
                     48,                0.83212,                 1.4644,                0.98317,                0.01254,                    0.8,                0.54725,                0.44277,                0.80468,                 3.1624,                0.87932,              0.0002792,              0.0002792,              0.0002792
                     49,                 1.3969,                 1.8201,                 1.0686,                0.01272,                    0.8,                0.66333,                0.49087,                0.82644,                 3.1635,                 0.8861,             0.00027987,             0.00027987,             0.00027987
                     50,                0.93849,                 1.6139,                 0.8234,                0.01272,                    0.8,                0.66333,                0.49087,                0.82644,                 3.1635,                 0.8861,             0.00028031,             0.00028031,             0.00028031
                     51,                0.98114,                 1.4712,                0.95506,                 0.0124,                    0.8,                0.66333,                0.49087,                0.85064,                  3.161,                0.87604,             0.00028053,             0.00028053,             0.00028053
                     52,                0.97843,                 1.5093,                 1.1193,                 0.0124,                    0.8,                0.66333,                0.49087,                0.85064,                  3.161,                0.87604,             0.00028053,             0.00028053,             0.00028053
                     53,                 1.0834,                 1.6656,                0.93961,                 0.0124,                    0.8,                0.66333,                0.49087,                0.85064,                  3.161,                0.87604,             0.00028031,             0.00028031,             0.00028031
                     54,                 1.1637,                  2.188,                 1.0048,                0.01244,                    0.8,                  0.796,                 0.6368,                0.81238,                 3.1119,                0.85618,             0.00027987,             0.00027987,             0.00027987
                     55,                 1.1675,                 1.9403,                 1.0932,                0.01244,                    0.8,                  0.796,                 0.6368,                0.81238,                 3.1119,                0.85618,             0.00027921,             0.00027921,             0.00027921
                     56,                 1.0927,                 1.7374,                0.87264,                0.01244,                    0.8,                  0.796,                 0.6368,                0.81238,                 3.1119,                0.85618,             0.00027833,             0.00027833,             0.00027833
                     57,                0.91321,                 1.3292,                 1.0292,                0.01251,                    0.8,                  0.796,                 0.6169,                0.85659,                 3.0538,                0.89594,             0.00027723,             0.00027723,             0.00027723
                     58,                 1.3711,                 1.7798,                0.99641,                0.01251,                    0.8,                  0.796,                 0.6169,                0.85659,                 3.0538,                0.89594,             0.00027592,             0.00027592,             0.00027592
                     59,                0.73374,                  1.456,                 0.9029,                0.01251,                    0.8,                  0.796,                 0.6169,                0.85659,                 3.0538,                0.89594,             0.00027438,             0.00027438,             0.00027438
                     60,                0.76866,                 1.5497,                 0.9434,                0.01764,                      1,                0.80337,                 0.6029,                0.79895,                 2.9848,                0.91459,             0.00027262,             0.00027262,             0.00027262
                     61,                 0.8618,                 1.4818,                 1.0306,                0.01764,                      1,                0.80337,                 0.6029,                0.79895,                 2.9848,                0.91459,             0.00027064,             0.00027064,             0.00027064
                     62,                  0.839,                 1.2384,                0.84721,                0.01764,                      1,                0.80337,                 0.6029,                0.79895,                 2.9848,                0.91459,             0.00026844,             0.00026844,             0.00026844
                     63,                 1.2185,                 1.4723,                 1.0006,                0.01764,                      1,                 0.8358,                0.64277,                0.86613,                 2.8913,                0.92381,             0.00026602,             0.00026602,             0.00026602
                     64,                0.97473,                 1.3186,                0.96002,                0.01764,                      1,                 0.8358,                0.64277,                0.86613,                 2.8913,                0.92381,             0.00026338,             0.00026338,             0.00026338
                     65,                 1.0064,                 1.2551,                 1.0173,                0.01764,                      1,                 0.8358,                0.64277,                0.86613,                 2.8913,                0.92381,             0.00026053,             0.00026053,             0.00026053
                     66,                0.76648,                 1.3884,                0.84735,                0.44866,                      1,                  0.995,                0.72635,                0.96392,                 2.7308,                0.95173,             0.00025745,             0.00025745,             0.00025745
                     67,                0.96401,                  1.073,                0.99905,                0.44866,                      1,                  0.995,                0.72635,                0.96392,                 2.7308,                0.95173,             0.00025415,             0.00025415,             0.00025415
                     68,                0.99662,                  1.407,                0.87543,                0.44866,                      1,                  0.995,                0.72635,                0.96392,                 2.7308,                0.95173,             0.00025063,             0.00025063,             0.00025063
                     69,                0.71362,                 1.1753,                0.90617,                0.92427,                    0.2,                  0.995,                 0.7164,                 1.0596,                 2.6034,                0.99516,             0.00024689,             0.00024689,             0.00024689
                     70,                 1.0634,                 1.6049,                0.93279,                0.92427,                    0.2,                  0.995,                 0.7164,                 1.0596,                 2.6034,                0.99516,             0.00024293,             0.00024293,             0.00024293
                     71,                0.90515,                 1.0752,                0.97993,                0.92427,                    0.2,                  0.995,                 0.7164,                 1.0596,                 2.6034,                0.99516,             0.00023875,             0.00023875,             0.00023875
                     72,                 1.0565,                 1.1338,                0.95677,                0.88681,                    0.2,                  0.995,                 0.6766,                 1.1408,                 2.4727,                 1.0194,             0.00023436,             0.00023436,             0.00023436
                     73,                  1.383,                 1.8978,                0.93358,                0.88681,                    0.2,                  0.995,                 0.6766,                 1.1408,                 2.4727,                 1.0194,             0.00022974,             0.00022974,             0.00022974
                     74,                 1.2855,                 1.5018,                0.83767,                0.88681,                    0.2,                  0.995,                 0.6766,                 1.1408,                 2.4727,                 1.0194,              0.0002249,              0.0002249,              0.0002249
                     75,                0.74351,                 1.0254,                0.99663,                0.87594,                    0.2,                  0.995,                0.62353,                 1.2057,                 2.2969,                 1.0142,             0.00021984,             0.00021984,             0.00021984
                     76,                0.92221,                  1.203,                 1.0037,                0.87594,                    0.2,                  0.995,                0.62353,                 1.2057,                 2.2969,                 1.0142,             0.00021456,             0.00021456,             0.00021456
                     77,                  1.305,                 1.5481,                  1.041,                0.87594,                    0.2,                  0.995,                0.62353,                 1.2057,                 2.2969,                 1.0142,             0.00020906,             0.00020906,             0.00020906
                     78,                 1.4127,                 2.8369,                  1.004,                0.88596,                    0.6,                  0.995,                 0.6169,                 1.2673,                 2.0901,                  1.024,             0.00020335,             0.00020335,             0.00020335
                     79,                 1.4699,                 1.9633,                0.96468,                0.88596,                    0.6,                  0.995,                 0.6169,                 1.2673,                 2.0901,                  1.024,             0.00019741,             0.00019741,             0.00019741
                     80,                0.87999,                 1.4035,                0.75757,                0.88596,                    0.6,                  0.995,                 0.6169,                 1.2673,                 2.0901,                  1.024,             0.00019125,             0.00019125,             0.00019125
                     81,                 1.2128,                 1.4822,                  1.008,                0.79878,                    0.6,                  0.995,                 0.6567,                 1.2608,                 1.9997,                 1.0117,             0.00018487,             0.00018487,             0.00018487
                     82,                 1.1524,                 1.4294,                 1.0452,                0.79878,                    0.6,                  0.995,                 0.6567,                 1.2608,                 1.9997,                 1.0117,             0.00017827,             0.00017827,             0.00017827
                     83,                0.85182,                 1.1224,                0.86265,                0.79878,                    0.6,                  0.995,                 0.6567,                 1.2608,                 1.9997,                 1.0117,             0.00017145,             0.00017145,             0.00017145
                     84,                0.87582,                 1.2456,                 1.0953,                0.74538,                    0.6,                  0.995,                0.70645,                  1.277,                 1.8968,                0.99723,             0.00016442,             0.00016442,             0.00016442
                     85,                0.78888,                0.99701,                0.92318,                0.74538,                    0.6,                  0.995,                0.70645,                  1.277,                 1.8968,                0.99723,             0.00015716,             0.00015716,             0.00015716
                     86,                 1.0702,                 1.8672,                0.87728,                0.74538,                    0.6,                  0.995,                0.70645,                  1.277,                 1.8968,                0.99723,             0.00014968,             0.00014968,             0.00014968
                     87,                 1.7043,                  2.574,                 0.8719,                0.74538,                    0.6,                  0.995,                0.70645,                  1.277,                 1.8968,                0.99723,             0.00014198,             0.00014198,             0.00014198
                     88,                0.94477,                 1.5846,                0.96881,                0.69514,                    0.8,                  0.995,                0.70645,                 1.2383,                 1.7555,                0.99799,             0.00013406,             0.00013406,             0.00013406
                     89,                0.80375,                 1.0126,                0.83355,                0.69514,                    0.8,                  0.995,                0.70645,                 1.2383,                 1.7555,                0.99799,             0.00012593,             0.00012593,             0.00012593
                     90,                0.89268,                 1.0056,                0.95458,                0.69514,                    0.8,                  0.995,                0.70645,                 1.2383,                 1.7555,                0.99799,             0.00011757,             0.00011757,             0.00011757
                     91,                0.88422,                  1.386,                0.85399,                0.69514,                    0.8,                  0.995,                0.70645,                 1.2383,                 1.7555,                0.99799,             0.00010899,             0.00010899,             0.00010899
                     92,                  1.017,                 1.2151,                 0.9263,                0.65492,                    0.8,                  0.995,                0.72635,                 1.1932,                 1.6512,                0.99233,             0.00010019,             0.00010019,             0.00010019
                     93,                 1.1294,                 1.4475,                0.97506,                0.65492,                    0.8,                  0.995,                0.72635,                 1.1932,                 1.6512,                0.99233,             9.1173e-05,             9.1173e-05,             9.1173e-05
                     94,                0.91244,                 0.9985,                  1.066,                0.65492,                    0.8,                  0.995,                0.72635,                 1.1932,                 1.6512,                0.99233,             8.1935e-05,             8.1935e-05,             8.1935e-05
                     95,                0.75775,                 1.2562,                 1.0053,                0.65492,                    0.8,                  0.995,                0.72635,                 1.1932,                 1.6512,                0.99233,             7.2477e-05,             7.2477e-05,             7.2477e-05
                     96,                 1.1058,                 1.5014,                  1.085,                0.69312,                    0.8,                  0.995,                0.72635,                 1.1546,                 1.5667,                0.98238,             6.2799e-05,             6.2799e-05,             6.2799e-05
                     97,                 0.8622,                 1.0362,                0.95971,                0.69312,                    0.8,                  0.995,                0.72635,                 1.1546,                 1.5667,                0.98238,             5.2901e-05,             5.2901e-05,             5.2901e-05
                     98,                0.77119,                 1.1973,                0.90176,                0.69312,                    0.8,                  0.995,                0.72635,                 1.1546,                 1.5667,                0.98238,             4.2783e-05,             4.2783e-05,             4.2783e-05
                     99,                0.68779,                 1.1901,                0.80283,                0.69312,                    0.8,                  0.995,                0.72635,                 1.1546,                 1.5667,                0.98238,             3.2446e-05,             3.2446e-05,             3.2446e-05
                    100,                0.89368,                 1.2287,                 0.9364,                0.73021,                    0.8,                  0.995,                 0.7562,                 1.1472,                 1.4729,                0.97861,             2.1888e-05,             2.1888e-05,             2.1888e-05
